74037 silly lifecycle is-arrayish@0.2.1~preinstall: no script for preinstall, continuing
76386 verbose linkBins is-absolute-url@2.1.0
76387 verbose linkMans is-absolute-url@2.1.0
76388 silly build is-arrayish@0.2.1
76389 info linkStuff is-arrayish@0.2.1
76390 silly linkStuff is-arrayish@0.2.1 has F:\taoaixin\node_modules as its parent node_modules
76391 verbose linkBins is-arrayish@0.2.1
76392 verbose linkMans is-arrayish@0.2.1
76393 silly build error-ex@1.3.0
76394 info linkStuff error-ex@1.3.0
76395 silly linkStuff error-ex@1.3.0 has F:\taoaixin\node_modules as its parent node_modules
76396 verbose linkBins error-ex@1.3.0
76397 verbose linkMans error-ex@1.3.0
76398 silly build is-binary-path@1.0.1
76399 info linkStuff is-binary-path@1.0.1
76400 silly linkStuff is-binary-path@1.0.1 has F:\taoaixin\node_modules as its parent node_modules
76401 verbose linkBins is-binary-path@1.0.1
76402 verbose linkMans is-binary-path@1.0.1
76403 silly build is-buffer@1.1.4
76404 info linkStuff is-buffer@1.1.4
76405 silly linkStuff is-buffer@1.1.4 has F:\taoaixin\node_modules as its parent node_modules
76406 verbose linkBins is-buffer@1.1.4
76407 verbose linkMans is-buffer@1.1.4
76408 silly build is-builtin-module@1.0.0
76409 info linkStuff is-builtin-module@1.0.0
76410 silly linkStuff is-builtin-module@1.0.0 has F:\taoaixin\node_modules as its parent node_modules
76411 verbose linkBins is-builtin-module@1.0.0
76412 verbose linkMans is-builtin-module@1.0.0
76413 silly build is-dotfile@1.0.2
76414 info linkStuff is-dotfile@1.0.2
76415 silly linkStuff is-dotfile@1.0.2 has F:\taoaixin\node_modules as its parent node_modules
76416 verbose linkBins is-dotfile@1.0.2
76417 verbose linkMans is-dotfile@1.0.2
76418 silly build is-extendable@0.1.1
76419 info linkStuff is-extendable@0.1.1
76420 silly linkStuff is-extendable@0.1.1 has F:\taoaixin\node_modules as its parent node_modules
76421 verbose linkBins is-extendable@0.1.1
76422 verbose linkMans is-extendable@0.1.1
76423 silly build is-extglob@1.0.0
76424 info linkStuff is-extglob@1.0.0
76425 silly linkStuff is-extglob@1.0.0 has F:\taoaixin\node_modules as its parent node_modules
76426 verbose linkBins is-extglob@1.0.0
76427 verbose linkMans is-extglob@1.0.0
76428 silly build extglob@0.3.2
76429 info linkStuff extglob@0.3.2
76430 silly linkStuff extglob@0.3.2 has F:\taoaixin\node_modules as its parent node_modules
76431 verbose linkBins extglob@0.3.2
76432 verbose linkMans extglob@0.3.2
76433 silly build is-glob@2.0.1
76434 info linkStuff is-glob@2.0.1
76435 silly linkStuff is-glob@2.0.1 has F:\taoaixin\node_modules as its parent node_modules
76436 verbose linkBins is-glob@2.0.1
76437 verbose linkMans is-glob@2.0.1
76438 silly build glob-parent@2.0.0
76439 info linkStuff glob-parent@2.0.0
76440 silly linkStuff glob-parent@2.0.0 has F:\taoaixin\node_modules as its parent node_modules
76441 verbose linkBins glob-parent@2.0.0
76442 verbose linkMans glob-parent@2.0.0
76443 silly build glob-base@0.3.0
76444 info linkStuff glob-base@0.3.0
76445 silly linkStuff glob-base@0.3.0 has F:\taoaixin\node_modules as its parent node_modules
76446 verbose linkBins glob-base@0.3.0
76447 verbose linkMans glob-base@0.3.0
76448 silly build is-path-cwd@1.0.0
76449 info linkStuff is-path-cwd@1.0.0
76450 silly linkStuff is-path-cwd@1.0.0 has F:\taoaixin\node_modules as its parent node_modules
76451 verbose linkBins is-path-cwd@1.0.0
76452 verbose linkMans is-path-cwd@1.0.0
76453 silly build is-plain-obj@1.1.0
76454 info linkStuff is-plain-obj@1.1.0
76455 silly linkStuff is-plain-obj@1.1.0 has F:\taoaixin\node_modules as its parent node_modules
76456 verbose linkBins is-plain-obj@1.1.0
76457 verbose linkMans is-plain-obj@1.1.0
76458 silly build is-posix-bracket@0.1.1
76459 info linkStuff is-posix-bracket@0.1.1
76460 silly linkStuff is-posix-bracket@0.1.1 has F:\taoaixin\node_modules as its parent node_modules
76461 verbose linkBins is-posix-bracket@0.1.1
76462 verbose linkMans is-posix-bracket@0.1.1
76463 silly build expand-brackets@0.1.5
76464 info linkStuff expand-brackets@0.1.5
76465 silly linkStuff expand-brackets@0.1.5 has F:\taoaixin\node_modules as its parent node_modules
76466 verbose linkBins expand-brackets@0.1.5
76467 verbose linkMans expand-brackets@0.1.5
76468 silly build is-primitive@2.0.0
76469 info linkStuff is-primitive@2.0.0
76470 silly linkStuff is-primitive@2.0.0 has F:\taoaixin\node_modules as its parent node_modules
76471 verbose linkBins is-primitive@2.0.0
76472 verbose linkMans is-primitive@2.0.0
76473 silly build is-equal-shallow@0.1.3
76474 info linkStuff is-equal-shallow@0.1.3
76475 silly linkStuff is-equal-shallow@0.1.3 has F:\taoaixin\node_modules as its parent node_modules
76476 verbose linkBins is-equal-shallow@0.1.3
76477 verbose linkMans is-equal-shallow@0.1.3
76478 silly build is-property@1.0.2
76479 info linkStuff is-property@1.0.2
76480 silly linkStuff is-property@1.0.2 has F:\taoaixin\node_modules as its parent node_modules
76481 verbose linkBins is-property@1.0.2
76482 verbose linkMans is-property@1.0.2
76483 silly build generate-object-property@1.2.0
76484 info linkStuff generate-object-property@1.2.0
76485 silly linkStuff generate-object-property@1.2.0 has F:\taoaixin\node_modules as its parent node_modules
76486 verbose linkBins generate-object-property@1.2.0
76487 verbose linkMans generate-object-property@1.2.0
76488 silly build is-stream@1.1.0
76489 info linkStuff is-stream@1.1.0
76490 silly linkStuff is-stream@1.1.0 has F:\taoaixin\node_modules as its parent node_modules
76491 verbose linkBins is-stream@1.1.0
76492 verbose linkMans is-stream@1.1.0
76493 silly build is-svg@2.1.0
76494 info linkStuff is-svg@2.1.0
76495 silly linkStuff is-svg@2.1.0 has F:\taoaixin\node_modules as its parent node_modules
76496 verbose linkBins is-svg@2.1.0
76497 verbose linkMans is-svg@2.1.0
76498 silly build is-typedarray@1.0.0
76499 info linkStuff is-typedarray@1.0.0
76500 silly linkStuff is-typedarray@1.0.0 has F:\taoaixin\node_modules as its parent node_modules
76501 verbose linkBins is-typedarray@1.0.0
76502 verbose linkMans is-typedarray@1.0.0
76503 silly build is-utf8@0.2.1
76504 info linkStuff is-utf8@0.2.1
76505 silly linkStuff is-utf8@0.2.1 has F:\taoaixin\node_modules as its parent node_modules
76506 verbose linkBins is-utf8@0.2.1
76507 verbose linkMans is-utf8@0.2.1
76508 silly build is-windows@0.2.0
76509 info linkStuff is-windows@0.2.0
76510 silly linkStuff is-windows@0.2.0 has F:\taoaixin\node_modules as its parent node_modules
76511 verbose linkBins is-windows@0.2.0
76512 verbose linkMans is-windows@0.2.0
76513 silly build isarray@0.0.1
76514 info linkStuff isarray@0.0.1
76515 silly linkStuff isarray@0.0.1 has F:\taoaixin\node_modules as its parent node_modules
76516 verbose linkBins isarray@0.0.1
76517 verbose linkMans isarray@0.0.1
76518 silly build isexe@1.1.2
76519 info linkStuff isexe@1.1.2
76520 silly linkStuff isexe@1.1.2 has F:\taoaixin\node_modules as its parent node_modules
76521 verbose linkBins isexe@1.1.2
76522 verbose linkMans isexe@1.1.2
76523 silly build isarray@1.0.0
76524 info linkStuff isarray@1.0.0
76525 silly linkStuff isarray@1.0.0 has F:\taoaixin\node_modules\isobject\node_modules as its parent node_modules
76526 verbose linkBins isarray@1.0.0
76527 verbose linkMans isarray@1.0.0
76528 silly build isobject@2.1.0
76529 info linkStuff isobject@2.1.0
76530 silly linkStuff isobject@2.1.0 has F:\taoaixin\node_modules as its parent node_modules
76531 verbose linkBins isobject@2.1.0
76532 verbose linkMans isobject@2.1.0
76533 silly build isstream@0.1.2
76534 info linkStuff isstream@0.1.2
76535 silly linkStuff isstream@0.1.2 has F:\taoaixin\node_modules as its parent node_modules
76536 verbose linkBins isstream@0.1.2
76537 verbose linkMans isstream@0.1.2
76538 silly build js-base64@2.1.9
76539 info linkStuff js-base64@2.1.9
76540 silly linkStuff js-base64@2.1.9 has F:\taoaixin\node_modules as its parent node_modules
76541 verbose linkBins js-base64@2.1.9
76542 verbose linkMans js-base64@2.1.9
76543 silly build esprima@2.7.3
76544 info linkStuff esprima@2.7.3
76545 silly linkStuff esprima@2.7.3 has F:\taoaixin\node_modules\js-yaml\node_modules as its parent node_modules
76546 verbose linkBins esprima@2.7.3
76547 verbose link bins [ { esparse: './bin/esparse.js',
76547 verbose link bins     esvalidate: './bin/esvalidate.js' },
76547 verbose link bins   'F:\\taoaixin\\node_modules\\js-yaml\\node_modules\\.bin',
76547 verbose link bins   false ]
76548 verbose linkMans esprima@2.7.3
76549 silly build jsbn@0.1.0
76550 info linkStuff jsbn@0.1.0
76551 silly linkStuff jsbn@0.1.0 has F:\taoaixin\node_modules as its parent node_modules
76552 verbose linkBins jsbn@0.1.0
76553 verbose linkMans jsbn@0.1.0
76554 silly build ecc-jsbn@0.1.1
76555 info linkStuff ecc-jsbn@0.1.1
76556 silly linkStuff ecc-jsbn@0.1.1 has F:\taoaixin\node_modules as its parent node_modules
76557 verbose linkBins ecc-jsbn@0.1.1
76558 verbose linkMans ecc-jsbn@0.1.1
76559 silly build jodid25519@1.0.2
76560 info linkStuff jodid25519@1.0.2
76561 silly linkStuff jodid25519@1.0.2 has F:\taoaixin\node_modules as its parent node_modules
76562 verbose linkBins jodid25519@1.0.2
76563 verbose linkMans jodid25519@1.0.2
76564 silly build jsesc@0.5.0
76565 info linkStuff jsesc@0.5.0
76566 silly linkStuff jsesc@0.5.0 has F:\taoaixin\node_modules as its parent node_modules
76567 verbose linkBins jsesc@0.5.0
76568 verbose link bins [ { jsesc: 'bin/jsesc' },
76568 verbose link bins   'F:\\taoaixin\\node_modules\\.bin',
76568 verbose link bins   false ]
76569 verbose linkMans jsesc@0.5.0
76570 silly build json-schema@0.2.3
76571 info linkStuff json-schema@0.2.3
76572 silly linkStuff json-schema@0.2.3 has F:\taoaixin\node_modules as its parent node_modules
76573 verbose linkBins json-schema@0.2.3
76574 verbose linkMans json-schema@0.2.3
76575 silly build json-stringify-safe@5.0.1
76576 info linkStuff json-stringify-safe@5.0.1
76577 silly linkStuff json-stringify-safe@5.0.1 has F:\taoaixin\node_modules as its parent node_modules
76578 verbose linkBins json-stringify-safe@5.0.1
76579 verbose linkMans json-stringify-safe@5.0.1
76580 silly build json5@0.5.1
76581 info linkStuff json5@0.5.1
76582 silly linkStuff json5@0.5.1 has F:\taoaixin\node_modules as its parent node_modules
76583 verbose linkBins json5@0.5.1
76584 verbose link bins [ { json5: 'lib/cli.js' },
76584 verbose link bins   'F:\\taoaixin\\node_modules\\.bin',
76584 verbose link bins   false ]
76585 verbose linkMans json5@0.5.1
76586 silly build jsonpointer@4.0.0
76587 info linkStuff jsonpointer@4.0.0
76588 silly linkStuff jsonpointer@4.0.0 has F:\taoaixin\node_modules as its parent node_modules
76589 verbose linkBins jsonpointer@4.0.0
76590 verbose linkMans jsonpointer@4.0.0
76591 silly build kind-of@3.1.0
76592 info linkStuff kind-of@3.1.0
76593 silly linkStuff kind-of@3.1.0 has F:\taoaixin\node_modules as its parent node_modules
76594 verbose linkBins kind-of@3.1.0
76595 verbose linkMans kind-of@3.1.0
76596 silly build is-number@2.1.0
76597 info linkStuff is-number@2.1.0
76598 silly linkStuff is-number@2.1.0 has F:\taoaixin\node_modules as its parent node_modules
76599 verbose linkBins is-number@2.1.0
76600 verbose linkMans is-number@2.1.0
76601 silly build minimatch@3.0.3
76602 info linkStuff minimatch@3.0.3
76603 silly linkStuff minimatch@3.0.3 has F:\taoaixin\node_modules\laravel-elixir\node_modules as its parent node_modules
76604 verbose linkBins minimatch@3.0.3
76605 verbose linkMans minimatch@3.0.3
76606 silly build lazy-cache@1.0.4
76607 info linkStuff lazy-cache@1.0.4
76608 silly linkStuff lazy-cache@1.0.4 has F:\taoaixin\node_modules as its parent node_modules
76609 verbose linkBins lazy-cache@1.0.4
76610 verbose linkMans lazy-cache@1.0.4
76611 silly build lazy-debug-legacy@0.0.1
76612 info linkStuff lazy-debug-legacy@0.0.1
76613 silly linkStuff lazy-debug-legacy@0.0.1 has F:\taoaixin\node_modules as its parent node_modules
76614 verbose linkBins lazy-debug-legacy@0.0.1
76615 verbose linkMans lazy-debug-legacy@0.0.1
76616 silly build lcid@1.0.0
76617 info linkStuff lcid@1.0.0
76618 silly linkStuff lcid@1.0.0 has F:\taoaixin\node_modules as its parent node_modules
76619 verbose linkBins lcid@1.0.0
76620 verbose linkMans lcid@1.0.0
76621 silly build loader-runner@2.2.0
76622 info linkStuff loader-runner@2.2.0
76623 silly linkStuff loader-runner@2.2.0 has F:\taoaixin\node_modules as its parent node_modules
76624 verbose linkBins loader-runner@2.2.0
76625 verbose linkMans loader-runner@2.2.0
76626 silly build object-assign@4.1.0
76627 info linkStuff object-assign@4.1.0
76628 silly linkStuff object-assign@4.1.0 has F:\taoaixin\node_modules\loader-utils\node_modules as its parent node_modules
76629 verbose linkBins object-assign@4.1.0
76630 verbose linkMans object-assign@4.1.0
76631 silly build loader-utils@0.2.16
76632 info linkStuff loader-utils@0.2.16
76633 silly linkStuff loader-utils@0.2.16 has F:\taoaixin\node_modules as its parent node_modules
76634 verbose linkBins loader-utils@0.2.16
76635 verbose linkMans loader-utils@0.2.16
76636 silly build file-loader@0.9.0
76637 info linkStuff file-loader@0.9.0
76638 silly linkStuff file-loader@0.9.0 has F:\taoaixin\node_modules as its parent node_modules
76639 verbose linkBins file-loader@0.9.0
76640 verbose linkMans file-loader@0.9.0
76641 silly build lodash@4.17.2
76642 info linkStuff lodash@4.17.2
76643 silly linkStuff lodash@4.17.2 has F:\taoaixin\node_modules as its parent node_modules
76644 verbose linkBins lodash@4.17.2
76645 verbose linkMans lodash@4.17.2
76646 silly build lodash._arraycopy@3.0.0
76647 info linkStuff lodash._arraycopy@3.0.0
76648 silly linkStuff lodash._arraycopy@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76649 verbose linkBins lodash._arraycopy@3.0.0
76650 verbose linkMans lodash._arraycopy@3.0.0
76651 silly build lodash._arrayeach@3.0.0
76652 info linkStuff lodash._arrayeach@3.0.0
76653 silly linkStuff lodash._arrayeach@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76654 verbose linkBins lodash._arrayeach@3.0.0
76655 verbose linkMans lodash._arrayeach@3.0.0
76656 silly build lodash._basecopy@3.0.1
76657 info linkStuff lodash._basecopy@3.0.1
76658 silly linkStuff lodash._basecopy@3.0.1 has F:\taoaixin\node_modules as its parent node_modules
76659 verbose linkBins lodash._basecopy@3.0.1
76660 verbose linkMans lodash._basecopy@3.0.1
76661 silly build lodash._basefor@3.0.3
76662 info linkStuff lodash._basefor@3.0.3
76663 silly linkStuff lodash._basefor@3.0.3 has F:\taoaixin\node_modules as its parent node_modules
76664 verbose linkBins lodash._basefor@3.0.3
76665 verbose linkMans lodash._basefor@3.0.3
76666 silly build lodash._basetostring@3.0.1
76667 info linkStuff lodash._basetostring@3.0.1
76668 silly linkStuff lodash._basetostring@3.0.1 has F:\taoaixin\node_modules as its parent node_modules
76669 verbose linkBins lodash._basetostring@3.0.1
76670 verbose linkMans lodash._basetostring@3.0.1
76671 silly build lodash._basevalues@3.0.0
76672 info linkStuff lodash._basevalues@3.0.0
76673 silly linkStuff lodash._basevalues@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76674 verbose linkBins lodash._basevalues@3.0.0
76675 verbose linkMans lodash._basevalues@3.0.0
76676 silly build lodash._bindcallback@3.0.1
76677 info linkStuff lodash._bindcallback@3.0.1
76678 silly linkStuff lodash._bindcallback@3.0.1 has F:\taoaixin\node_modules as its parent node_modules
76679 verbose linkBins lodash._bindcallback@3.0.1
76680 verbose linkMans lodash._bindcallback@3.0.1
76681 silly build lodash._getnative@3.9.1
76682 info linkStuff lodash._getnative@3.9.1
76683 silly linkStuff lodash._getnative@3.9.1 has F:\taoaixin\node_modules as its parent node_modules
76684 verbose linkBins lodash._getnative@3.9.1
76685 verbose linkMans lodash._getnative@3.9.1
76686 silly build lodash._isiterateecall@3.0.9
76687 info linkStuff lodash._isiterateecall@3.0.9
76688 silly linkStuff lodash._isiterateecall@3.0.9 has F:\taoaixin\node_modules as its parent node_modules
76689 verbose linkBins lodash._isiterateecall@3.0.9
76690 verbose linkMans lodash._isiterateecall@3.0.9
76691 silly build lodash._reescape@3.0.0
76692 info linkStuff lodash._reescape@3.0.0
76693 silly linkStuff lodash._reescape@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76694 verbose linkBins lodash._reescape@3.0.0
76695 verbose linkMans lodash._reescape@3.0.0
76696 silly build lodash._reevaluate@3.0.0
76697 info linkStuff lodash._reevaluate@3.0.0
76698 silly linkStuff lodash._reevaluate@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76699 verbose linkBins lodash._reevaluate@3.0.0
76700 verbose linkMans lodash._reevaluate@3.0.0
76701 silly build lodash._reinterpolate@3.0.0
76702 info linkStuff lodash._reinterpolate@3.0.0
76703 silly linkStuff lodash._reinterpolate@3.0.0 has F:\taoaixin\node_modules as its parent node_modules
76704 verbose linkBins lodash._reinterpolate@3.0.0
76705 verbose linkMans lodash._reinterpolate@3.0.0
76706 silly build lodash._root@3.0.1
76707 info linkStuff lodash._root@3.0.1
